2,-108.055504,-0.001035
3,-108.061387,-0.006918
4,-108.145179,-0.090711
5,-108.144600,-0.090131
8,-108.192512,-0.138044
9,-108.187153,-0.132685
10,-108.059196,-0.004727
11,-108.059290,-0.004821
12,-108.054864,-0.000396
13,-108.056294,-0.001826
14,-108.059355,-0.004886
15,-108.055741,-0.001272
16,-108.057714,-0.003246
17,-108.060299,-0.005831
18,-108.063061,-0.008593
19,-108.054660,-0.000192
20,-108.054628,-0.000160
21,-108.054469,-0.000001
22,-108.054486,-0.000017
23,-108.058386,-0.003917
24,-108.054522,-0.000053
25,-108.054692,-0.000223
26,-108.054542,-0.000074
27,-108.054472,-0.000004
28,-108.054553,-0.000084
29,-108.054609,-0.000141
30,-108.054492,-0.000024
31,-108.054626,-0.000158
32,-108.054491,-0.000022
33,-108.054546,-0.000077
34,-108.055280,-0.000812
35,-108.055426,-0.000958
36,-108.054512,-0.000043
37,-108.054496,-0.000027
38,-108.054476,-0.000008
39,-108.054507,-0.000039
40,-108.054480,-0.000011
41,-108.054470,-0.000001
42,-108.054566,-0.000098
43,-108.054711,-0.000242
44,-108.054653,-0.000184
45,-108.054526,-0.000058
46,-108.054472,-0.000003
47,-108.054470,-0.000002
48,-108.054641,-0.000173
49,-108.054611,-0.000142
