2,3,-108.985846,0.000002
2,4,-108.986461,-0.000463
2,5,-108.987406,-0.000839
2,8,-108.986114,-0.000100
2,9,-108.986596,-0.000309
2,10,-108.985892,-0.000025
2,11,-108.986959,-0.000075
2,12,-108.985943,-0.000082
2,13,-108.985933,-0.000028
2,14,-108.986998,-0.000387
2,15,-108.986392,-0.000357
2,16,-108.985934,-0.000067
2,17,-108.989613,-0.002164
2,18,-108.986553,-0.000081
2,19,-108.986339,-0.000102
2,20,-108.986255,-0.000051
2,21,-108.986059,-0.000094
2,22,-108.985909,-0.000014
2,23,-108.986012,-0.000099
2,24,-108.986170,-0.000184
2,25,-108.986079,-0.000162
2,26,-108.986095,-0.000156
2,27,-108.986048,-0.000166
2,28,-108.986153,-0.000173
2,29,-108.986019,-0.000099
2,30,-108.986202,-0.000187
2,31,-108.985954,-0.000066
2,32,-108.986051,-0.000095
2,33,-108.986013,-0.000062
2,34,-108.986248,-0.000297
2,35,-108.985979,-0.000101
2,36,-108.986014,-0.000098
2,37,-108.986000,-0.000110
2,38,-108.985955,-0.000065
2,39,-108.985938,-0.000031
2,40,-108.986003,-0.000097
2,41,-108.985928,-0.000059
2,42,-108.985908,-0.000061
2,43,-108.985926,-0.000052
2,44,-108.985877,-0.000032
2,45,-108.985873,-0.000031
2,46,-108.986037,-0.000199
2,47,-108.985969,-0.000127
2,48,-108.986116,-0.000226
2,49,-108.985918,-0.000085
3,4,-108.985062,0.000002
3,5,-108.985633,0.000001
3,8,-108.985400,-0.000319
3,9,-108.985921,-0.000567
3,10,-108.985112,-0.000178
3,11,-108.986023,-0.000073
3,12,-108.984986,-0.000058
3,13,-108.985114,-0.000142
3,14,-108.986474,-0.000796
3,15,-108.985456,-0.000354
3,16,-108.985238,-0.000305
3,17,-108.987176,-0.000661
3,18,-108.985645,-0.000106
3,19,-108.985448,-0.000144
3,20,-108.985613,-0.000342
3,21,-108.985191,-0.000159
3,22,-108.985127,-0.000165
3,23,-108.985170,-0.000190
3,24,-108.985193,-0.000140
3,25,-108.985150,-0.000166
3,26,-108.985107,-0.000100
3,27,-108.985067,-0.000119
3,28,-108.985089,-0.000043
3,29,-108.985031,-0.000045
3,30,-108.985135,-0.000053
3,31,-108.985102,-0.000147
3,32,-108.985065,-0.000042
3,33,-108.985043,-0.000025
3,34,-108.985108,-0.000090
3,35,-108.985010,-0.000065
3,36,-108.985062,-0.000080
3,37,-108.985059,-0.000102
3,38,-108.985073,-0.000117
3,39,-108.985064,-0.000090
3,40,-108.985044,-0.000072
3,41,-108.984984,-0.000048
3,42,-108.985015,-0.000100
3,43,-108.984995,-0.000054
3,44,-108.985016,-0.000104
3,45,-108.985014,-0.000106
3,46,-108.984967,-0.000062
3,47,-108.984955,-0.000046
3,48,-108.984977,-0.000021
3,49,-108.984913,-0.000014
4,5,-108.986089,-0.000305
4,8,-108.985464,-0.000233
4,9,-108.985878,-0.000375
4,10,-108.985325,-0.000241
4,11,-108.986392,-0.000292
4,12,-108.985131,-0.000053
4,13,-108.985499,-0.000378
4,14,-108.986322,-0.000494
4,15,-108.985511,-0.000260
4,16,-108.985281,-0.000198
4,17,-108.988858,-0.002193
4,18,-108.985718,-0.000029
4,19,-108.985551,-0.000097
4,20,-108.985703,-0.000283
4,21,-108.985365,-0.000182
4,22,-108.985244,-0.000132
4,23,-108.985455,-0.000325
4,24,-108.985459,-0.000257
4,25,-108.985497,-0.000363
4,26,-108.985274,-0.000118
4,27,-108.985338,-0.000240
4,28,-108.985275,-0.000079
4,29,-108.985191,-0.000054
4,30,-108.985330,-0.000098
4,31,-108.985258,-0.000153
4,32,-108.985236,-0.000063
4,33,-108.985181,-0.000014
4,34,-108.985316,-0.000148
4,35,-108.985174,-0.000079
4,36,-108.985223,-0.000091
4,37,-108.985212,-0.000105
4,38,-108.985269,-0.000162
4,39,-108.985149,-0.000025
4,40,-108.985155,-0.000033
4,41,-108.985122,-0.000036
4,42,-108.985188,-0.000124
4,43,-108.985139,-0.000048
4,44,-108.985170,-0.000108
4,45,-108.985136,-0.000078
4,46,-108.985231,-0.000177
4,47,-108.985138,-0.000079
4,48,-108.985174,-0.000068
4,49,-108.985066,-0.000017
5,8,-108.986024,-0.000224
5,9,-108.988149,-0.002076
5,10,-108.985801,-0.000148
5,11,-108.986719,-0.000050
5,12,-108.986787,-0.001140
5,13,-108.985784,-0.000093
5,14,-108.988191,-0.001793
5,15,-108.987578,-0.001757
5,16,-108.985715,-0.000062
5,17,-108.988947,-0.001712
5,18,-108.987000,-0.000741
5,19,-108.986486,-0.000463
5,20,-108.986122,-0.000133
5,21,-108.985918,-0.000166
5,22,-108.985825,-0.000145
5,23,-108.985928,-0.000229
5,24,-108.986217,-0.000445
5,25,-108.985937,-0.000234
5,26,-108.985866,-0.000140
5,27,-108.985786,-0.000119
5,28,-108.986140,-0.000375
5,29,-108.985977,-0.000271
5,30,-108.985970,-0.000168
5,31,-108.985727,-0.000053
5,32,-108.985816,-0.000073
5,33,-108.985852,-0.000116
5,34,-108.985941,-0.000203
5,35,-108.985741,-0.000077
5,36,-108.985760,-0.000058
5,37,-108.985811,-0.000135
5,38,-108.985773,-0.000097
5,39,-108.985820,-0.000126
5,40,-108.985792,-0.000100
5,41,-108.985811,-0.000155
5,42,-108.985727,-0.000094
5,43,-108.985691,-0.000030
5,44,-108.985684,-0.000052
5,45,-108.985664,-0.000036
5,46,-108.985640,-0.000017
5,47,-108.985685,-0.000056
5,48,-108.985753,-0.000077
5,49,-108.985673,-0.000054
8,9,-108.985796,-0.000277
8,10,-108.985185,-0.000085
8,11,-108.986097,0.000019
8,12,-108.985126,-0.000033
8,13,-108.985136,0.000001
8,14,-108.986115,-0.000270
8,15,-108.985312,-0.000044
8,16,-108.985141,-0.000042
8,17,-108.987327,-0.000645
8,18,-108.985703,0.000002
8,19,-108.985471,-0.000001
8,20,-108.985453,-0.000017
8,21,-108.985235,-0.000037
8,22,-108.985137,-0.000009
8,23,-108.985188,-0.000042
8,24,-108.985252,-0.000033
8,25,-108.985164,-0.000014
8,26,-108.985177,-0.000005
8,27,-108.985117,-0.000002
8,28,-108.985218,-0.000006
8,29,-108.985156,-0.000003
8,30,-108.985249,-0.000001
8,31,-108.985123,-0.000002
8,32,-108.985191,-0.000001
8,33,-108.985183,-0.000000
8,34,-108.985187,-0.000003
8,35,-108.985112,-0.000001
8,36,-108.985149,-0.000000
8,37,-108.985123,0.000000
8,38,-108.985123,-0.000001
8,39,-108.985141,-0.000000
8,40,-108.985147,-0.000008
8,41,-108.985112,-0.000010
8,42,-108.985081,-0.000000
8,43,-108.985108,-0.000001
8,44,-108.985078,-0.000000
8,45,-108.985075,-0.000000
8,46,-108.985073,-0.000002
8,47,-108.985075,0.000000
8,48,-108.985123,-0.000000
8,49,-108.985066,0.000000
9,10,-108.985392,-0.000019
9,11,-108.986448,-0.000059
9,12,-108.985403,-0.000037
9,13,-108.985406,0.000005
9,14,-108.986633,-0.000516
9,15,-108.985915,-0.000375
9,16,-108.985373,-0.000001
9,17,-108.987275,-0.000320
9,18,-108.985976,0.000002
9,19,-108.985777,-0.000034
9,20,-108.985742,-0.000032
9,21,-108.985468,0.000003
9,22,-108.985398,0.000003
9,23,-108.985463,-0.000045
9,24,-108.985545,-0.000054
9,25,-108.985492,-0.000069
9,26,-108.985452,-0.000006
9,27,-108.985397,-0.000010
9,28,-108.985541,-0.000056
9,29,-108.985433,-0.000007
9,30,-108.985526,-0.000005
9,31,-108.985393,0.000001
9,32,-108.985460,0.000002
9,33,-108.985457,-0.000001
