0,-195.027080,-0.000001
1,-195.027081,-0.000002
2,-195.027079,-0.000000
3,-195.027079,-0.000000
4,-195.027079,-0.000000
5,-195.027133,-0.000055
6,-195.027248,-0.000170
7,-195.027256,-0.000177
8,-195.027468,-0.000389
9,-195.027134,-0.000055
10,-195.027164,-0.000085
11,-195.027093,-0.000015
12,-195.027106,-0.000027
13,-195.028544,-0.001466
14,-195.027197,-0.000119
15,-195.027551,-0.000472
16,-195.027090,-0.000011
17,-195.027091,-0.000012
18,-195.031719,-0.004640
21,-195.027131,-0.000052
22,-195.028122,-0.001043
23,-195.027833,-0.000755
24,-195.027691,-0.000612
25,-195.027169,-0.000091
26,-195.027275,-0.000196
27,-195.027084,-0.000005
28,-195.027214,-0.000135
29,-195.028384,-0.001305
30,-195.027137,-0.000058
31,-195.027082,-0.000003
32,-195.027150,-0.000071
33,-195.027128,-0.000050
34,-195.027092,-0.000013
35,-195.027101,-0.000022
36,-195.027099,-0.000021
37,-195.027089,-0.000010
38,-195.027213,-0.000135
39,-195.027230,-0.000152
40,-195.027159,-0.000080
41,-195.027164,-0.000085
42,-195.027214,-0.000136
43,-195.027633,-0.000555
44,-195.028932,-0.001853
45,-195.027328,-0.000249
46,-195.027431,-0.000352
47,-195.027308,-0.000229
48,-195.027081,-0.000003
49,-195.027095,-0.000016
50,-195.027088,-0.000009
51,-195.027121,-0.000042
52,-195.027100,-0.000021
53,-195.027102,-0.000023
54,-195.027093,-0.000015
55,-195.027324,-0.000245
56,-195.027240,-0.000162
57,-195.027219,-0.000140
58,-195.027088,-0.000009
59,-195.027131,-0.000053
60,-195.027133,-0.000054
61,-195.027130,-0.000051
62,-195.027113,-0.000034
63,-195.027096,-0.000017
64,-195.027095,-0.000017
65,-195.027085,-0.000007
66,-195.027085,-0.000007
67,-195.027091,-0.000012
68,-195.027122,-0.000043
69,-195.027080,-0.000001
70,-195.027082,-0.000003
71,-195.027091,-0.000013
72,-195.027097,-0.000018
73,-195.027116,-0.000037
74,-195.027079,-0.000000
75,-195.027083,-0.000004
76,-195.027085,-0.000007
77,-195.027083,-0.000004
78,-195.027176,-0.000097
79,-195.027188,-0.000109
80,-195.027082,-0.000004
81,-195.027080,-0.000002
82,-195.027084,-0.000005
83,-195.027081,-0.000002
84,-195.027083,-0.000004
85,-195.027085,-0.000006
86,-195.027080,-0.000001
87,-195.027083,-0.000004
88,-195.027080,-0.000001
89,-195.027085,-0.000006
90,-195.027086,-0.000007
91,-195.027082,-0.000003
92,-195.027084,-0.000005
93,-195.027082,-0.000003
94,-195.027082,-0.000003
95,-195.027081,-0.000002
96,-195.027085,-0.000007
97,-195.027081,-0.000003
98,-195.027089,-0.000010
99,-195.027081,-0.000002
100,-195.027081,-0.000002
101,-195.027080,-0.000002
102,-195.027081,-0.000002
103,-195.027079,-0.000001
104,-195.027079,-0.000000
105,-195.027079,-0.000000
106,-195.027079,-0.000001
107,-195.027081,-0.000002
108,-195.027080,-0.000001
109,-195.027079,-0.000000
110,-195.027079,-0.000000
111,-195.027081,-0.000002
112,-195.027080,-0.000001
113,-195.027082,-0.000003
114,-195.027083,-0.000005
115,-195.027079,-0.000000
116,-195.027079,-0.000001
117,-195.027079,-0.000000
118,-195.027079,-0.000000
119,-195.027079,-0.000001
