66,-957.700023,-0.000006
67,-957.700024,-0.000007
68,-957.700038,-0.000021
69,-957.700028,-0.000011
70,-957.700486,-0.000469
71,-957.700045,-0.000028
72,-957.700044,-0.000027
73,-957.700130,-0.000113
74,-957.700035,-0.000018
75,-957.700192,-0.000175
76,-957.700688,-0.000671
77,-957.700864,-0.000847
78,-957.700214,-0.000197
79,-957.700566,-0.000549
80,-957.702118,-0.002101
83,-957.701288,-0.001271
84,-957.700615,-0.000598
85,-957.700163,-0.000146
86,-957.702246,-0.002229
87,-957.700813,-0.000796
88,-957.700318,-0.000300
89,-957.700137,-0.000120
90,-957.700031,-0.000014
91,-957.700035,-0.000018
92,-957.700023,-0.000006
93,-957.700017,-0.000000
94,-957.700020,-0.000003
95,-957.700018,-0.000001
